id,review,sentiment,clean_review,token
3808,"Actually, this product is phone is decent for the price. <div>Customer review</div>...",neutral,actually this product is phone is decent for the price customer review,"['actually', 'product', 'phone', 'decent', 'price', 'customer', 'review']"
3809,"To be honest, the product is realy good!!! 😍 https://example.com!!! 😍",positive,to be honest the product is really good   ,"['honest', 'product', 'really', 'good']"
3810,In my opinion this is watch has terrible quality <div>very disappointing</div> <b>Good choice</b> Visit www.example.com.,negative,in my opinion this is watch has terrible quality very disappointing good choice visit ,"['opinion', 'watch', 'terrible', 'quality', 'disappointing', 'good', 'choice', 'visit']"
3811,"Well, I think the shirt is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> More info: https://shop.example.com.",positive,well i think the shirt is amazing really amazing  customer review more into ,"['well', 'think', 'shirt', 'amazing', 'really', 'amazing', 'customer', 'review']"
3812,In my opinion this is product is broken and useless!!! <span>Recommended</span> Visit www.example.com 😡!!!,negative,in my opinion this is product is broken and useless recommended visit  ,"['opinion', 'product', 'broken', 'useless', 'recommended', 'visit']"
3813,In my opinion this is service works gr8 and I luv it 😊 <div>Customer review</div> More info: https://shop.example.com!!! 😍,positive,in my opinion this is service works grm and i lui it  customer review more into  ,"['opinion', 'service', 'works', 'grm', 'lui', 'customer', 'review']"
3814,"Well, I think the service works gr8 and I luv it 😊 <b>Good choice</b> https://example.com.",positive,well i think the service works grm and i lui it  good choice ,"['well', 'think', 'service', 'works', 'grm', 'lui', 'good', 'choice']"
3815,I think it is really watch is realy good!!! 😍 <b>Good choice</b> 😡!!!,positive,i think it is really watch is really good  good choice ,"['think', 'really', 'watch', 'really', 'good', 'good', 'choice']"
3816,"To be honest, the service is awfull and stopped working 😭 <b>Good choice</b> Visit www.example.com.",negative,to be honest the service is awful and stopped working  good choice visit ,"['honest', 'service', 'awful', 'stopped', 'working', 'good', 'choice', 'visit']"
3817,"Actually, this product is service works gr8 and I luv it 😊 <span>Recommended</span> https://example.com...",positive,actually this product is service works grm and i lui it  recommended ,"['actually', 'product', 'service', 'works', 'grm', 'lui', 'recommended']"
3818,In my opinion this is shoes is awfull and stopped working 😭 <b>Good choice</b> More info: https://shop.example.com...,negative,in my opinion this is shoes is awful and stopped working  good choice more into ,"['opinion', 'shoes', 'awful', 'stopped', 'working', 'good', 'choice']"
3819,"To be honest, the camera has terrible quality <div>very disappointing</div> <b>Good choice</b>!!! 😍",negative,to be honest the camera has terrible quality very disappointing good choice ,"['honest', 'camera', 'terrible', 'quality', 'disappointing', 'good', 'choice']"
3820,"Actually, this product is camera is decent for the price. More info: https://shop.example.com!!!",neutral,actually this product is camera is decent for the price more into ,"['actually', 'product', 'camera', 'decent', 'price']"
3821,"Actually, this product is service is okay and works fine. More info: https://shop.example.com.",neutral,actually this product is service is okay and works fine more into ,"['actually', 'product', 'service', 'okay', 'works', 'fine']"
3822,"To be honest, the camera is awfull and stopped working 😭 <div>Customer review</div> https://example.com!!! 😍",negative,to be honest the camera is awful and stopped working  customer review  ,"['honest', 'camera', 'awful', 'stopped', 'working', 'customer', 'review']"
3823,"Well, I think the headphones is not bad, but not amazing either. <b>Good choice</b> More info: https://shop.example.com 😡!!!",neutral,well i think the headphones is not bad but not amazing either good choice more into  ,"['well', 'think', 'headphones', 'bad', 'amazing', 'either', 'good', 'choice']"
3824,"Actually, this product is service is broken and useless!!! <div>Customer review</div> 😡!!!",negative,actually this product is service is broken and useless customer review ,"['actually', 'product', 'service', 'broken', 'useless', 'customer', 'review']"
3825,"Well, I think the headphones is awfull and stopped working 😭 <b>Good choice</b> https://example.com.",negative,well i think the headphones is awful and stopped working  good choice ,"['well', 'think', 'headphones', 'awful', 'stopped', 'working', 'good', 'choice']"
3826,"To be honest, the laptop is realy bad!!! 😡 <b>Good choice</b> More info: https://shop.example.com??",negative,to be honest the lawton is really bad  good choice more into ,"['honest', 'lawton', 'really', 'bad', 'good', 'choice']"
3827,"I think it is really headphones is average, nothing special. <div>Customer review</div> More info: https://shop.example.com!!! 😍",neutral,i think it is really headphones is average nothing special customer review more into  ,"['think', 'really', 'headphones', 'average', 'nothing', 'special', 'customer', 'review']"
3828,"Actually, this product is headphones is absolutly fantastic!!! <div>Customer review</div> https://example.com??",positive,actually this product is headphones is absolutely fantastic customer review ,"['actually', 'product', 'headphones', 'absolutely', 'fantastic', 'customer', 'review']"
3829,"I think it is really camera is average, nothing special. <b>Good choice</b> Visit www.example.com??",neutral,i think it is really camera is average nothing special good choice visit ,"['think', 'really', 'camera', 'average', 'nothing', 'special', 'good', 'choice', 'visit']"
3830,"In my opinion this is phone is not bad, but not amazing either. <div>Customer review</div> Visit www.example.com.",neutral,in my opinion this is phone is not bad but not amazing either customer review visit ,"['opinion', 'phone', 'bad', 'amazing', 'either', 'customer', 'review', 'visit']"
3831,In my opinion this is headphones is realy bad!!! 😡 <b>Good choice</b> https://example.com??,negative,in my opinion this is headphones is really bad  good choice ,"['opinion', 'headphones', 'really', 'bad', 'good', 'choice']"
3832,"Well, I think the watch is broken and useless!!! <div>Customer review</div>!!!",negative,well i think the watch is broken and useless customer review,"['well', 'think', 'watch', 'broken', 'useless', 'customer', 'review']"
3833,In my opinion this is service is awsome and works perfectly 👍 <span>Recommended</span> More info: https://shop.example.com.,positive,in my opinion this is service is some and works perfectly  recommended more into ,"['opinion', 'service', 'works', 'perfectly', 'recommended']"
3834,"Actually, this product is camera is awfull and stopped working 😭 <b>Good choice</b> More info: https://shop.example.com 😡!!!",negative,actually this product is camera is awful and stopped working  good choice more into  ,"['actually', 'product', 'camera', 'awful', 'stopped', 'working', 'good', 'choice']"
3835,In my opinion this is shirt was a horible purchase 😠 <span>Recommended</span> Visit www.example.com??,negative,in my opinion this is shirt was a horrible purchase  recommended visit ,"['opinion', 'shirt', 'horrible', 'purchase', 'recommended', 'visit']"
3836,In my opinion this is book is awsome and works perfectly 👍 <b>Good choice</b>!!! 😍,positive,in my opinion this is book is some and works perfectly  good choice ,"['opinion', 'book', 'works', 'perfectly', 'good', 'choice']"
3837,I think it is really book has terrible quality <div>very disappointing</div> <b>Good choice</b> Visit www.example.com!!! 😍,negative,i think it is really book has terrible quality very disappointing good choice visit  ,"['think', 'really', 'book', 'terrible', 'quality', 'disappointing', 'good', 'choice', 'visit']"
3838,"I think it is really watch works as expected, but could be better. <b>Good choice</b> https://example.com!!!",neutral,i think it is really watch works as expected but could be better good choice ,"['think', 'really', 'watch', 'works', 'expected', 'could', 'better', 'good', 'choice']"
3839,"Actually, this product is camera is realy bad!!! 😡...",negative,actually this product is camera is really bad ,"['actually', 'product', 'camera', 'really', 'bad']"
3840,In my opinion this is camera is okay and works fine. Visit www.example.com...,neutral,in my opinion this is camera is okay and works fine visit ,"['opinion', 'camera', 'okay', 'works', 'fine', 'visit']"
3841,I think it is really camera has terrible quality <div>very disappointing</div> <span>Recommended</span> More info: https://shop.example.com.,negative,i think it is really camera has terrible quality very disappointing recommended more into ,"['think', 'really', 'camera', 'terrible', 'quality', 'disappointing', 'recommended']"
3842,"To be honest, the shoes is realy good!!! 😍 <span>Recommended</span> Visit www.example.com 😡!!!",positive,to be honest the shoes is really good  recommended visit  ,"['honest', 'shoes', 'really', 'good', 'recommended', 'visit']"
3843,"Well, I think the headphones has terrible quality <div>very disappointing</div> Visit www.example.com!!! 😍",negative,well i think the headphones has terrible quality very disappointing visit  ,"['well', 'think', 'headphones', 'terrible', 'quality', 'disappointing', 'visit']"
3844,"To be honest, the shoes has terrible quality <div>very disappointing</div> https://example.com!!! 😍",negative,to be honest the shoes has terrible quality very disappointing  ,"['honest', 'shoes', 'terrible', 'quality', 'disappointing']"
3845,"To be honest, the laptop is average, nothing special. More info: https://shop.example.com.",neutral,to be honest the lawton is average nothing special more into ,"['honest', 'lawton', 'average', 'nothing', 'special']"
3846,I think it is really headphones is decent for the price..,neutral,i think it is really headphones is decent for the price,"['think', 'really', 'headphones', 'decent', 'price']"
3847,"To be honest, the shoes is absolutly fantastic!!! https://example.com!!!",positive,to be honest the shoes is absolutely fantastic ,"['honest', 'shoes', 'absolutely', 'fantastic']"
3848,I think it is really service is absolutly fantastic!!! <div>Customer review</div> https://example.com!!!,positive,i think it is really service is absolutely fantastic customer review ,"['think', 'really', 'service', 'absolutely', 'fantastic', 'customer', 'review']"
3849,"Actually, this product is service is realy bad!!! 😡 <div>Customer review</div> https://example.com??",negative,actually this product is service is really bad  customer review ,"['actually', 'product', 'service', 'really', 'bad', 'customer', 'review']"
3850,"To be honest, the camera is broken and useless!!! <b>Good choice</b>!!! 😍",negative,to be honest the camera is broken and useless good choice ,"['honest', 'camera', 'broken', 'useless', 'good', 'choice']"
3851,"To be honest, the watch is awsome and works perfectly 👍 <b>Good choice</b> Visit www.example.com!!!",positive,to be honest the watch is some and works perfectly  good choice visit ,"['honest', 'watch', 'works', 'perfectly', 'good', 'choice', 'visit']"
3852,I think it is really laptop is realy bad!!! 😡 <b>Good choice</b> More info: https://shop.example.com!!!,negative,i think it is really lawton is really bad  good choice more into ,"['think', 'really', 'lawton', 'really', 'bad', 'good', 'choice']"
3853,In my opinion this is service is amazing <b>really amazing</b>!!! ❤️ More info: https://shop.example.com!!! 😍,positive,in my opinion this is service is amazing really amazing  more into  ,"['opinion', 'service', 'amazing', 'really', 'amazing']"
3854,"To be honest, the camera works as expected, but could be better. More info: https://shop.example.com...",neutral,to be honest the camera works as expected but could be better more into ,"['honest', 'camera', 'works', 'expected', 'could', 'better']"
3855,"To be honest, the shoes is decent for the price..",neutral,to be honest the shoes is decent for the price,"['honest', 'shoes', 'decent', 'price']"
3856,"Well, I think the shirt works gr8 and I luv it 😊 <div>Customer review</div> https://example.com 😡!!!",positive,well i think the shirt works grm and i lui it  customer review  ,"['well', 'think', 'shirt', 'works', 'grm', 'lui', 'customer', 'review']"
3857,In my opinion this is watch is awfull and stopped working 😭 <div>Customer review</div> https://example.com.,negative,in my opinion this is watch is awful and stopped working  customer review ,"['opinion', 'watch', 'awful', 'stopped', 'working', 'customer', 'review']"
3858,In my opinion this is headphones is absolutly fantastic!!! <span>Recommended</span> https://example.com.,positive,in my opinion this is headphones is absolutely fantastic recommended ,"['opinion', 'headphones', 'absolutely', 'fantastic', 'recommended']"
3859,I think it is really book is realy good!!! 😍 <span>Recommended</span> More info: https://shop.example.com.,positive,i think it is really book is really good  recommended more into ,"['think', 'really', 'book', 'really', 'good', 'recommended']"
3860,In my opinion this is laptop is broken and useless!!! <span>Recommended</span> Visit www.example.com 😡!!!,negative,in my opinion this is lawton is broken and useless recommended visit  ,"['opinion', 'lawton', 'broken', 'useless', 'recommended', 'visit']"
3861,"Actually, this product is book is average, nothing special. <b>Good choice</b> Visit www.example.com??",neutral,actually this product is book is average nothing special good choice visit ,"['actually', 'product', 'book', 'average', 'nothing', 'special', 'good', 'choice', 'visit']"
3862,In my opinion this is shirt is realy bad!!! 😡 <b>Good choice</b> https://example.com...,negative,in my opinion this is shirt is really bad  good choice ,"['opinion', 'shirt', 'really', 'bad', 'good', 'choice']"
3863,"To be honest, the camera works gr8 and I luv it 😊 <span>Recommended</span> Visit www.example.com.",positive,to be honest the camera works grm and i lui it  recommended visit ,"['honest', 'camera', 'works', 'grm', 'lui', 'recommended', 'visit']"
3864,In my opinion this is product was a horible purchase 😠 <div>Customer review</div> Visit www.example.com...,negative,in my opinion this is product was a horrible purchase  customer review visit ,"['opinion', 'product', 'horrible', 'purchase', 'customer', 'review', 'visit']"
3865,"To be honest, the product was a horible purchase 😠 <span>Recommended</span>.",negative,to be honest the product was a horrible purchase  recommended,"['honest', 'product', 'horrible', 'purchase', 'recommended']"
3866,"Well, I think the product is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b> https://example.com.",positive,well i think the product is amazing really amazing  good choice ,"['well', 'think', 'product', 'amazing', 'really', 'amazing', 'good', 'choice']"
3867,"Actually, this product is product was a horible purchase 😠 Visit www.example.com!!!",negative,actually this product is product was a horrible purchase  visit ,"['actually', 'product', 'product', 'horrible', 'purchase', 'visit']"
3868,"Actually, this product is phone is decent for the price. <b>Good choice</b>...",neutral,actually this product is phone is decent for the price good choice,"['actually', 'product', 'phone', 'decent', 'price', 'good', 'choice']"
3869,"Well, I think the book is amazing <b>really amazing</b>!!! ❤️ <span>Recommended</span> More info: https://shop.example.com 😡!!!",positive,well i think the book is amazing really amazing  recommended more into  ,"['well', 'think', 'book', 'amazing', 'really', 'amazing', 'recommended']"
3870,In my opinion this is headphones is realy good!!! 😍 <b>Good choice</b> Visit www.example.com.,positive,in my opinion this is headphones is really good  good choice visit ,"['opinion', 'headphones', 'really', 'good', 'good', 'choice', 'visit']"
3871,In my opinion this is shirt is awsome and works perfectly 👍 Visit www.example.com.,positive,in my opinion this is shirt is some and works perfectly  visit ,"['opinion', 'shirt', 'works', 'perfectly', 'visit']"
3872,"Actually, this product is service works as expected, but could be better. <span>Recommended</span> https://example.com??",neutral,actually this product is service works as expected but could be better recommended ,"['actually', 'product', 'service', 'works', 'expected', 'could', 'better', 'recommended']"
3873,"In my opinion this is shoes is average, nothing special. <span>Recommended</span> Visit www.example.com!!! 😍",neutral,in my opinion this is shoes is average nothing special recommended visit  ,"['opinion', 'shoes', 'average', 'nothing', 'special', 'recommended', 'visit']"
3874,"Actually, this product is book is absolutly fantastic!!! <span>Recommended</span>!!! 😍",positive,actually this product is book is absolutely fantastic recommended ,"['actually', 'product', 'book', 'absolutely', 'fantastic', 'recommended']"
3875,"To be honest, the camera is broken and useless!!! <b>Good choice</b> https://example.com??",negative,to be honest the camera is broken and useless good choice ,"['honest', 'camera', 'broken', 'useless', 'good', 'choice']"
3876,In my opinion this is headphones is decent for the price.!!! 😍,neutral,in my opinion this is headphones is decent for the price ,"['opinion', 'headphones', 'decent', 'price']"
3877,I think it is really camera is awsome and works perfectly 👍 <span>Recommended</span> https://example.com??,positive,i think it is really camera is some and works perfectly  recommended ,"['think', 'really', 'camera', 'works', 'perfectly', 'recommended']"
3878,In my opinion this is product is realy bad!!! 😡.,negative,in my opinion this is product is really bad ,"['opinion', 'product', 'really', 'bad']"
3879,"Well, I think the shirt is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> https://example.com.",positive,well i think the shirt is amazing really amazing  customer review ,"['well', 'think', 'shirt', 'amazing', 'really', 'amazing', 'customer', 'review']"
3880,"Well, I think the phone is okay and works fine. <span>Recommended</span> Visit www.example.com 😡!!!",neutral,well i think the phone is okay and works fine recommended visit  ,"['well', 'think', 'phone', 'okay', 'works', 'fine', 'recommended', 'visit']"
3881,"To be honest, the phone is realy good!!! 😍 More info: https://shop.example.com...",positive,to be honest the phone is really good  more into ,"['honest', 'phone', 'really', 'good']"
3882,"Well, I think the camera is amazing <b>really amazing</b>!!! ❤️ <span>Recommended</span> Visit www.example.com 😡!!!",positive,well i think the camera is amazing really amazing  recommended visit  ,"['well', 'think', 'camera', 'amazing', 'really', 'amazing', 'recommended', 'visit']"
3883,"Actually, this product is headphones is okay and works fine. <b>Good choice</b> https://example.com??",neutral,actually this product is headphones is okay and works fine good choice ,"['actually', 'product', 'headphones', 'okay', 'works', 'fine', 'good', 'choice']"
3884,In my opinion this is laptop is realy good!!! 😍 https://example.com!!!,positive,in my opinion this is lawton is really good  ,"['opinion', 'lawton', 'really', 'good']"
3885,"In my opinion this is headphones works as expected, but could be better. <span>Recommended</span> More info: https://shop.example.com??",neutral,in my opinion this is headphones works as expected but could be better recommended more into ,"['opinion', 'headphones', 'works', 'expected', 'could', 'better', 'recommended']"
3886,I think it is really headphones works gr8 and I luv it 😊 <b>Good choice</b> https://example.com...,positive,i think it is really headphones works grm and i lui it  good choice ,"['think', 'really', 'headphones', 'works', 'grm', 'lui', 'good', 'choice']"
3887,"To be honest, the laptop is absolutly fantastic!!! <b>Good choice</b>.",positive,to be honest the lawton is absolutely fantastic good choice,"['honest', 'lawton', 'absolutely', 'fantastic', 'good', 'choice']"
3888,"Well, I think the service is broken and useless!!! <b>Good choice</b> https://example.com...",negative,well i think the service is broken and useless good choice ,"['well', 'think', 'service', 'broken', 'useless', 'good', 'choice']"
3889,"To be honest, the product is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div>??",positive,to be honest the product is amazing really amazing  customer review,"['honest', 'product', 'amazing', 'really', 'amazing', 'customer', 'review']"
3890,I think it is really camera is realy good!!! 😍 <b>Good choice</b> https://example.com!!!,positive,i think it is really camera is really good  good choice ,"['think', 'really', 'camera', 'really', 'good', 'good', 'choice']"
3891,I think it is really product is realy bad!!! 😡 <b>Good choice</b>.,negative,i think it is really product is really bad  good choice,"['think', 'really', 'product', 'really', 'bad', 'good', 'choice']"
3892,I think it is really camera is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> More info: https://shop.example.com!!!,positive,i think it is really camera is amazing really amazing  customer review more into ,"['think', 'really', 'camera', 'amazing', 'really', 'amazing', 'customer', 'review']"
3893,I think it is really watch is awfull and stopped working 😭 <span>Recommended</span> 😡!!!,negative,i think it is really watch is awful and stopped working  recommended ,"['think', 'really', 'watch', 'awful', 'stopped', 'working', 'recommended']"
3894,"Actually, this product is shoes is okay and works fine. <div>Customer review</div> https://example.com...",neutral,actually this product is shoes is okay and works fine customer review ,"['actually', 'product', 'shoes', 'okay', 'works', 'fine', 'customer', 'review']"
3895,In my opinion this is phone is okay and works fine. <div>Customer review</div> Visit www.example.com.,neutral,in my opinion this is phone is okay and works fine customer review visit ,"['opinion', 'phone', 'okay', 'works', 'fine', 'customer', 'review', 'visit']"
3896,In my opinion this is laptop is realy good!!! 😍 <div>Customer review</div> 😡!!!,positive,in my opinion this is lawton is really good  customer review ,"['opinion', 'lawton', 'really', 'good', 'customer', 'review']"
3897,"Well, I think the camera is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div>.",positive,well i think the camera is amazing really amazing  customer review,"['well', 'think', 'camera', 'amazing', 'really', 'amazing', 'customer', 'review']"
3898,I think it is really shirt is broken and useless!!! <span>Recommended</span> Visit www.example.com 😡!!!,negative,i think it is really shirt is broken and useless recommended visit  ,"['think', 'really', 'shirt', 'broken', 'useless', 'recommended', 'visit']"
3899,I think it is really laptop is realy bad!!! 😡!!! 😍,negative,i think it is really lawton is really bad  ,"['think', 'really', 'lawton', 'really', 'bad']"
3900,"Actually, this product is book is decent for the price. <span>Recommended</span> https://example.com!!! 😍",neutral,actually this product is book is decent for the price recommended  ,"['actually', 'product', 'book', 'decent', 'price', 'recommended']"
3901,"Actually, this product is laptop is awfull and stopped working 😭 <div>Customer review</div> https://example.com...",negative,actually this product is lawton is awful and stopped working  customer review ,"['actually', 'product', 'lawton', 'awful', 'stopped', 'working', 'customer', 'review']"
3902,"I think it is really service is not bad, but not amazing either. <div>Customer review</div> More info: https://shop.example.com!!!",neutral,i think it is really service is not bad but not amazing either customer review more into ,"['think', 'really', 'service', 'bad', 'amazing', 'either', 'customer', 'review']"
3903,"To be honest, the shirt is awfull and stopped working 😭 <div>Customer review</div> https://example.com 😡!!!",negative,to be honest the shirt is awful and stopped working  customer review  ,"['honest', 'shirt', 'awful', 'stopped', 'working', 'customer', 'review']"
3904,In my opinion this is headphones is awsome and works perfectly 👍 <span>Recommended</span> https://example.com.,positive,in my opinion this is headphones is some and works perfectly  recommended ,"['opinion', 'headphones', 'works', 'perfectly', 'recommended']"
3905,"Well, I think the laptop is realy good!!! 😍 Visit www.example.com!!!",positive,well i think the lawton is really good  visit ,"['well', 'think', 'lawton', 'really', 'good', 'visit']"
3906,"In my opinion this is service is not bad, but not amazing either. <b>Good choice</b> https://example.com...",neutral,in my opinion this is service is not bad but not amazing either good choice ,"['opinion', 'service', 'bad', 'amazing', 'either', 'good', 'choice']"
3907,"To be honest, the laptop is absolutly fantastic!!! <span>Recommended</span> https://example.com??",positive,to be honest the lawton is absolutely fantastic recommended ,"['honest', 'lawton', 'absolutely', 'fantastic', 'recommended']"
3908,"To be honest, the shirt is not bad, but not amazing either. More info: https://shop.example.com...",neutral,to be honest the shirt is not bad but not amazing either more into ,"['honest', 'shirt', 'bad', 'amazing', 'either']"
3909,"To be honest, the shirt is amazing <b>really amazing</b>!!! ❤️ <span>Recommended</span>!!! 😍",positive,to be honest the shirt is amazing really amazing  recommended ,"['honest', 'shirt', 'amazing', 'really', 'amazing', 'recommended']"
3910,I think it is really laptop is okay and works fine. <div>Customer review</div> Visit www.example.com!!!,neutral,i think it is really lawton is okay and works fine customer review visit ,"['think', 'really', 'lawton', 'okay', 'works', 'fine', 'customer', 'review', 'visit']"
3911,"Well, I think the camera is realy bad!!! 😡 <span>Recommended</span> Visit www.example.com...",negative,well i think the camera is really bad  recommended visit ,"['well', 'think', 'camera', 'really', 'bad', 'recommended', 'visit']"
3912,"Actually, this product is service is amazing <b>really amazing</b>!!! ❤️ <span>Recommended</span> Visit www.example.com!!! 😍",positive,actually this product is service is amazing really amazing  recommended visit  ,"['actually', 'product', 'service', 'amazing', 'really', 'amazing', 'recommended', 'visit']"
3913,In my opinion this is product was a horible purchase 😠 <div>Customer review</div> More info: https://shop.example.com.,negative,in my opinion this is product was a horrible purchase  customer review more into ,"['opinion', 'product', 'horrible', 'purchase', 'customer', 'review']"
3914,"Well, I think the camera is absolutly fantastic!!! <span>Recommended</span> https://example.com!!! 😍",positive,well i think the camera is absolutely fantastic recommended  ,"['well', 'think', 'camera', 'absolutely', 'fantastic', 'recommended']"
3915,I think it is really watch is realy bad!!! 😡 <b>Good choice</b> https://example.com 😡!!!,negative,i think it is really watch is really bad  good choice  ,"['think', 'really', 'watch', 'really', 'bad', 'good', 'choice']"
3916,"Well, I think the service is average, nothing special. More info: https://shop.example.com??",neutral,well i think the service is average nothing special more into ,"['well', 'think', 'service', 'average', 'nothing', 'special']"
3917,In my opinion this is laptop is awfull and stopped working 😭 <div>Customer review</div>.,negative,in my opinion this is lawton is awful and stopped working  customer review,"['opinion', 'lawton', 'awful', 'stopped', 'working', 'customer', 'review']"
3918,"Well, I think the shirt is absolutly fantastic!!! <div>Customer review</div> More info: https://shop.example.com.",positive,well i think the shirt is absolutely fantastic customer review more into ,"['well', 'think', 'shirt', 'absolutely', 'fantastic', 'customer', 'review']"
3919,"Actually, this product is camera is realy good!!! 😍 <span>Recommended</span> Visit www.example.com.",positive,actually this product is camera is really good  recommended visit ,"['actually', 'product', 'camera', 'really', 'good', 'recommended', 'visit']"
3920,"To be honest, the book was a horible purchase 😠 <span>Recommended</span> Visit www.example.com!!! 😍",negative,to be honest the book was a horrible purchase  recommended visit  ,"['honest', 'book', 'horrible', 'purchase', 'recommended', 'visit']"
3921,In my opinion this is shoes is okay and works fine. Visit www.example.com!!! 😍,neutral,in my opinion this is shoes is okay and works fine visit  ,"['opinion', 'shoes', 'okay', 'works', 'fine', 'visit']"
3922,"I think it is really laptop works as expected, but could be better. <span>Recommended</span>.",neutral,i think it is really lawton works as expected but could be better recommended,"['think', 'really', 'lawton', 'works', 'expected', 'could', 'better', 'recommended']"
3923,"Well, I think the laptop is realy good!!! 😍 <div>Customer review</div>??",positive,well i think the lawton is really good  customer review,"['well', 'think', 'lawton', 'really', 'good', 'customer', 'review']"
3924,In my opinion this is watch is awfull and stopped working 😭 <span>Recommended</span> https://example.com.,negative,in my opinion this is watch is awful and stopped working  recommended ,"['opinion', 'watch', 'awful', 'stopped', 'working', 'recommended']"
3925,In my opinion this is phone was a horible purchase 😠 <div>Customer review</div> More info: https://shop.example.com 😡!!!,negative,in my opinion this is phone was a horrible purchase  customer review more into  ,"['opinion', 'phone', 'horrible', 'purchase', 'customer', 'review']"
3926,"Actually, this product is camera is awsome and works perfectly 👍 <b>Good choice</b> More info: https://shop.example.com...",positive,actually this product is camera is some and works perfectly  good choice more into ,"['actually', 'product', 'camera', 'works', 'perfectly', 'good', 'choice']"
3927,In my opinion this is phone has terrible quality <div>very disappointing</div> <span>Recommended</span> More info: https://shop.example.com!!! 😍,negative,in my opinion this is phone has terrible quality very disappointing recommended more into  ,"['opinion', 'phone', 'terrible', 'quality', 'disappointing', 'recommended']"
3928,In my opinion this is service works gr8 and I luv it 😊 <b>Good choice</b> More info: https://shop.example.com!!!,positive,in my opinion this is service works grm and i lui it  good choice more into ,"['opinion', 'service', 'works', 'grm', 'lui', 'good', 'choice']"
3929,"In my opinion this is watch is not bad, but not amazing either. More info: https://shop.example.com 😡!!!",neutral,in my opinion this is watch is not bad but not amazing either more into  ,"['opinion', 'watch', 'bad', 'amazing', 'either']"
3930,"Actually, this product is product is absolutly fantastic!!! Visit www.example.com!!!",positive,actually this product is product is absolutely fantastic visit ,"['actually', 'product', 'product', 'absolutely', 'fantastic', 'visit']"
3931,I think it is really phone is realy good!!! 😍 <b>Good choice</b>!!!,positive,i think it is really phone is really good  good choice,"['think', 'really', 'phone', 'really', 'good', 'good', 'choice']"
3932,"Well, I think the service is realy bad!!! 😡 <span>Recommended</span> https://example.com.",negative,well i think the service is really bad  recommended ,"['well', 'think', 'service', 'really', 'bad', 'recommended']"
3933,In my opinion this is shoes is realy good!!! 😍 <span>Recommended</span> More info: https://shop.example.com??,positive,in my opinion this is shoes is really good  recommended more into ,"['opinion', 'shoes', 'really', 'good', 'recommended']"
3934,"In my opinion this is watch is not bad, but not amazing either. <span>Recommended</span>!!!",neutral,in my opinion this is watch is not bad but not amazing either recommended,"['opinion', 'watch', 'bad', 'amazing', 'either', 'recommended']"
3935,"Well, I think the product is realy good!!! 😍 Visit www.example.com 😡!!!",positive,well i think the product is really good  visit  ,"['well', 'think', 'product', 'really', 'good', 'visit']"
3936,I think it is really shoes is realy bad!!! 😡 <div>Customer review</div>!!!,negative,i think it is really shoes is really bad  customer review,"['think', 'really', 'shoes', 'really', 'bad', 'customer', 'review']"
3937,"Actually, this product is product is broken and useless!!! <b>Good choice</b> More info: https://shop.example.com.",negative,actually this product is product is broken and useless good choice more into ,"['actually', 'product', 'product', 'broken', 'useless', 'good', 'choice']"
3938,In my opinion this is headphones is awfull and stopped working 😭 More info: https://shop.example.com 😡!!!,negative,in my opinion this is headphones is awful and stopped working  more into  ,"['opinion', 'headphones', 'awful', 'stopped', 'working']"
3939,In my opinion this is shirt is realy bad!!! 😡 Visit www.example.com.,negative,in my opinion this is shirt is really bad  visit ,"['opinion', 'shirt', 'really', 'bad', 'visit']"
3940,"Actually, this product is camera is absolutly fantastic!!! <b>Good choice</b> Visit www.example.com!!! 😍",positive,actually this product is camera is absolutely fantastic good choice visit  ,"['actually', 'product', 'camera', 'absolutely', 'fantastic', 'good', 'choice', 'visit']"
3941,"To be honest, the service is awsome and works perfectly 👍 <div>Customer review</div> More info: https://shop.example.com!!! 😍",positive,to be honest the service is some and works perfectly  customer review more into  ,"['honest', 'service', 'works', 'perfectly', 'customer', 'review']"
3942,"I think it is really watch is average, nothing special. <b>Good choice</b> Visit www.example.com!!!",neutral,i think it is really watch is average nothing special good choice visit ,"['think', 'really', 'watch', 'average', 'nothing', 'special', 'good', 'choice', 'visit']"
3943,"Actually, this product is product was a horible purchase 😠 <b>Good choice</b>!!! 😍",negative,actually this product is product was a horrible purchase  good choice ,"['actually', 'product', 'product', 'horrible', 'purchase', 'good', 'choice']"
3944,"Actually, this product is shirt is realy bad!!! 😡 <div>Customer review</div> https://example.com...",negative,actually this product is shirt is really bad  customer review ,"['actually', 'product', 'shirt', 'really', 'bad', 'customer', 'review']"
3945,"To be honest, the book works gr8 and I luv it 😊 😡!!!",positive,to be honest the book works grm and i lui it  ,"['honest', 'book', 'works', 'grm', 'lui']"
3946,In my opinion this is shirt is absolutly fantastic!!!.,positive,in my opinion this is shirt is absolutely fantastic,"['opinion', 'shirt', 'absolutely', 'fantastic']"
3947,In my opinion this is book is realy good!!! 😍 <span>Recommended</span> https://example.com!!!,positive,in my opinion this is book is really good  recommended ,"['opinion', 'book', 'really', 'good', 'recommended']"
